文仲月slience=>2022-06-13 21:27:15=>27=>作为将来服务于三海一核的大学生，我想说强国有我，使命必达<span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
龏奭嚻艸=>2022-06-13 21:31:07=>21=>期待优秀的有志青年报效祖国！<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
娜娜真棒呀=>2022-06-13 21:26:04=>18=>参军报国 文武双全<span class="url-icon"><img alt="[赢牛奶]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9c/2021_yingniunai_org.png" style="width:1em; height:1em;" /></span>
人间有味是清欢cycy=>2022-06-13 21:29:48=>9=>投身绿色军营，逐梦无悔青春！<span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span>
光山县中等职业学校=>2022-06-13 21:34:26=>4=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%85%89%E5%B1%B1%E4%B8%AD%E8%81%8C%E5%A5%BD%E5%AD%A6%E5%AD%90%23&extparam=%23%E5%85%89%E5%B1%B1%E4%B8%AD%E8%81%8C%E5%A5%BD%E5%AD%A6%E5%AD%90%23" data-hide=""><span class="surl-text">#光山中职好学子#</span></a> 强国有我
陌上清浅-=>2022-06-13 21:31:17=>1=><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
兔子抱紧胡萝卜S=>2022-06-13 21:29:22=>174=>孙启龙孙启龙<span class="url-icon"><img alt=[裂开] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fc_liekai-9df295d44f.png" style="width:1em; height:1em;" /></span>
高高高高桥晴子=>2022-06-13 21:37:14=>146=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%AD%E5%9B%BD%E6%B7%B1%E5%9C%B3%E5%AD%99%E5%90%AF%E9%BE%99%23" data-hide=""><span class="surl-text">#中国深圳孙启龙#</span></a> 深圳孙启龙qjf
虾仁不眨眼也=>2022-06-13 22:26:27=>25=>看看江南大学男生偷拍女生洗澡的事吧
悬崖上的鲸鱼7=>2022-06-14 01:40:16=>0=>投身绿色军营，逐梦无悔青春！<span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span>
一只游荡的鲸鱼7=>2022-06-14 01:29:40=>0=>走强军之路！报效祖国！
鷰樂=>2022-06-14 00:11:32=>0=>轉發微博
幸运非常有=>2022-06-13 23:51:48=>0=>青春报效祖国
bannnnna卷生菜=>2022-06-13 23:41:43=>0=>期待更多有志青年报效祖国！<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
掀起小巴的裙摆=>2022-06-13 22:13:52=>0=>要把有能力的人奉献给国家<span class="url-icon"><img alt="[彩虹屁]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4b/2022_praise_org.png" style="width:1em; height:1em;" /></span>
淮雨巷陌ovo=>2022-06-13 22:07:18=>0=>这个可以
给你拍张照片吧=>2022-06-13 22:03:22=>0=><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
Sweet2hAo=>2022-06-13 21:47:38=>0=>留岛不留人<span class="url-icon"><img alt=[doge] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png" style="width:1em; height:1em;" /></span>
重启人生inh=>2022-06-13 21:37:37=>0=><span class="url-icon"><img alt=[微笑] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png" style="width:1em; height:1em;" /></span>
鹤华延年=>2022-06-14 17:30:35=>0=>当初想报考国防生的。可惜身体素质太差<span class="url-icon"><img alt=[允悲] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png" style="width:1em; height:1em;" /></span>
扣着脚丫子吃棒棒糖=>2022-06-14 12:05:08=>0=>后悔生太早了，晚生20年多好
冬去花影指间=>2022-06-14 08:04:18=>0=><span class="url-icon"><img alt=[赞] src="https://h5.sinaimg.cn/m/emoticon/icon/others/h_zan-44ddc70637.png" style="width:1em; height:1em;" /></span>
卡卡西陌陌=>2022-06-14 07:24:04=>0=>深圳孙启龙
开心的土豆饼=>2022-06-14 07:06:51=>0=><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
雾禾风=>2022-06-14 06:54:57=>0=><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
桃雾染星吟=>2022-06-14 06:27:54=>0=><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
师师-SS=>2022-06-14 05:05:13=>0=>深圳孙启龙
如果是去见你呢=>2022-06-14 01:46:40=>0=>投身绿色军营，逐梦无悔青春！
清怜炡直好少年=>2022-06-14 01:41:15=>0=>。
悠闲自在酱香饼=>2022-06-14 00:20:12=>0=><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
淡淡威严_=>2022-06-14 00:15:41=>0=>支持支持支持支持支持支持支持支持
kun-421=>2022-06-14 00:01:12=>0=>深圳孙启龙
和小落宝贴贴=>2022-06-14 00:00:31=>0=>强国有我<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
托塔美李=>2022-06-13 23:51:05=>0=>深圳孙启龙！！！
夏小韵小朋友=>2022-06-13 23:41:32=>0=>莘莘学子携笔从戎，报效祖国。
秃山洪洪瘪嘴机=>2022-06-13 23:01:50=>0=>支持<span class="url-icon"><img alt=[加油] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png" style="width:1em; height:1em;" /></span>
真的不0=>2022-06-13 22:43:18=>0=><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
白桃晾衣架·=>2022-06-13 22:36:14=>0=>期待更多有志青
猪猪喂猪猪咕噜噜=>2022-06-13 22:35:00=>1=>团团开一下深圳孙启龙强奸案
余露_lu=>2022-06-13 22:26:36=>2=>深圳深圳深圳深圳深圳深圳深圳深圳
缘来一次足够=>2022-06-13 22:17:58=>0=>这个政策好<span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
北离99768=>2022-06-13 22:17:52=>2=>深圳孙启龙情况属实吗？能否给大家一个答复
infinite-zero=>2022-06-13 22:13:22=>1=>深圳孙启龙
清清要变勇敢=>2022-06-13 21:58:28=>0=>身体不允许<span class="url-icon"><img alt="[苦涩]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[苦涩]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png" style="width:1em; height:1em;" /></span>
鲸与海深=>2022-06-13 21:57:44=>0=>我有一个问题，不超过20周岁的，没到法定结婚年龄，不就是未婚吗？
石榴树下种石榴=>2022-06-13 21:42:17=>0=>团团，香港籍能不能报考？
秋时行=>2022-06-13 21:36:31=>0=>可以
顾南星爱你=>2022-06-13 21:32:50=>0=>一水喜
管他几岁_快乐万岁=>2022-06-13 21:52:46=>4=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%AD%E5%9B%BD%E6%B7%B1%E5%9C%B3%E5%AD%99%E5%90%AF%E9%BE%99%23" data-hide=""><span class="surl-text">#中国深圳孙启龙#</span></a> 看一下深圳孙启龙案吧，不要让坏人逍遥法外！！
吃肉包子了嘛=>2022-06-13 23:06:23=>1=><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
孤鸿天际=>2022-06-14 10:15:28=>0=>投身绿色军营，逐梦无悔青春！<span class="url-icon"><img alt="[奋斗]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[奋斗]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[奋斗]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png" style="width:1em; height:1em;" /></span>
易冬禧=>2022-06-14 08:19:36=>0=>在这个行业功成名就的人要记得自己的初衷是为了保护人民
菩提--莲子心=>2022-06-14 06:53:24=>1=>投身绿色军营，逐梦无悔青春
晚睡小松鼠=>2022-06-14 06:01:22=>0=><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
邹修勾78856=>2022-06-13 22:38:55=>1=>深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙深圳孙启龙
豪林凯康=>2022-06-13 21:45:04=>0=><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
子果6190239949=>2022-06-20 16:37:31=>0=>报效祖国
我要一杯热巧=>2022-06-14 08:30:16=>0=>优秀
我甜甜的_=>2022-06-14 06:56:20=>0=><span class="url-icon"><img alt=[good] src="https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[good] src="https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png" style="width:1em; height:1em;" /></span>
静帷oo=>2022-06-14 06:53:40=>0=>我现在安徽，被变相软禁。实名举报过电信厦门分公司涉欺诈；皖亳州利辛马店孜镇新建村各种违规违法乱象；淮北整体非法集资；安徽党政军公检法企事业单位和自然人连成一片目标一致置我于死地，多次陷害我扣罪名关军委监狱。🆘 先封我网络；再全面拦截接听我电话；断我微博私信中央诉政论观点🆘🆘
菠萝奶妍=>2022-06-14 06:52:19=>0=><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
Rat鑫=>2022-06-14 02:08:36=>0=><span class="url-icon"><img alt=[微笑] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png" style="width:1em; height:1em;" /></span>
Koreyoshienal=>2022-06-13 23:47:04=>0=>参军报国 文武双全
搬砖的大马哥=>2022-06-13 22:55:54=>0=>走强军之路，报效祖国。
冲浪爱好者10086=>2022-06-13 22:10:01=>3=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%AD%E5%9B%BD%E6%B7%B1%E5%9C%B3%E5%AD%99%E5%90%AF%E9%BE%99%23" data-hide=""><span class="surl-text">#中国深圳孙启龙#</span></a> <a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%AD%99%E5%90%AF%E9%BE%99+qjf%23" data-hide=""><span class="surl-text">#孙启龙 qjf#</span></a> 希望可以关注一下这件事情 人民有冤 找警察 警察包庇强奸犯 是否该真正了解一下 是否有真的在为人民服务
Stupid_eva=>2022-06-13 22:00:20=>7=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%AD%E5%9B%BD%E6%B7%B1%E5%9C%B3%E5%AD%99%E5%90%AF%E9%BE%99%23" data-hide=""><span class="surl-text">#中国深圳孙启龙#</span></a> <a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%AD%99%E5%90%AF%E9%BE%99+qjf%23" data-hide=""><span class="surl-text">#孙启龙 qjf#</span></a> 希望可以关注一下这件事情 人民有冤 找警察 警察包庇强奸犯 是否该真正了解一下 是否有真的在为人民服务
0合o合0合o合=>2022-06-13 21:58:47=>0=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%B7%B1%E5%9C%B3%E7%BD%97%E6%B9%96%E6%A1%82%E5%9C%86%E6%B4%BE%E5%87%BA%E6%89%80%23" data-hide=""><span class="surl-text">#深圳罗湖桂圆派出所#</span></a> <a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%B9%E4%B8%B9%23" data-hide=""><span class="surl-text">#丹丹#</span></a> 这个事情是怎么回事！！
Jefferynons=>2022-06-13 21:47:49=>18=>你怎么不发上外男生下药的新闻<span class="url-icon"><img alt=[微笑] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png" style="width:1em; height:1em;" /></span>
宁萌哈哈哈=>2022-06-13 21:42:18=>1=>1
飘渺非浮尘=>2022-06-13 21:35:35=>0=>我咋没赶上这好时候啊
黑夜微光2022=>2022-06-13 21:31:27=>8=>深圳孙启龙
谢必安大号=>2022-06-13 21:27:26=>1=>网络上出现一种乱像，很多网红明星营销号还有一些人的发言以增加为了流量为了目的，带节奏的、造谣传谣的、诈骗的更不用说了。
